concept_code,concept_name,class_type,concept_class_id,standard_concept,vocabulary_id
D000067292,Alcohol Drinking in College,DISEASE,Leaf,C,MeSH
D000067329,"Obesity, Metabolically Benign",DISEASE,Leaf,C,MeSH
D000067390,Cold Injury,DISEASE,SubClass,C,MeSH
D000067398,War-Related Injuries,DISEASE,Leaf,C,MeSH
D000067404,Social Communication Disorder,DISEASE,Leaf,C,MeSH
D000067454,Childhood-Onset Fluency Disorder,DISEASE,Leaf,C,MeSH
D000067455,No-Show Patients,DISEASE,Leaf,C,MeSH
D000067551,Diplomacy,DISEASE,Leaf,C,MeSH
D000067559,Specific Learning Disorder,DISEASE,Leaf,C,MeSH
D000067562,Late Onset Disorders,DISEASE,Leaf,C,MeSH
D000067656,Optimism,DISEASE,Leaf,C,MeSH
D000067657,Pessimism,DISEASE,Leaf,C,MeSH
D000067836,Hoarding Disorder,DISEASE,Leaf,C,MeSH
D000067877,Autism Spectrum Disorder,DISEASE,SubClass,C,MeSH
D000068079,Motor Disorders,DISEASE,Leaf,C,MeSH
D000068099,Trauma and Stressor Related Disorders,DISEASE,SubClass,C,MeSH
D000068105,Bipolar and Related Disorders,DISEASE,SubClass,C,MeSH
D000068116,Gender Dysphoria,DISEASE,Leaf,C,MeSH
D000068356,Self-Control,DISEASE,SubClass,C,MeSH
D000068376,Compassion Fatigue,DISEASE,Leaf,C,MeSH
D000068884,Immunosenescence,DISEASE,Leaf,C,MeSH
D000069076,"Fractures, Multiple",DISEASE,Leaf,C,MeSH
D000069078,Seroconversion,DISEASE,Leaf,C,MeSH
D000069279,Drug Resistant Epilepsy,DISEASE,Leaf,C,MeSH
D000069281,Autoimmune Hypophysitis,DISEASE,Leaf,C,MeSH
D000069282,Canaliculitis,DISEASE,Leaf,C,MeSH
D000069290,Incisional Hernia,DISEASE,Leaf,C,MeSH
D000069293,Plasmablastic Lymphoma,DISEASE,Leaf,C,MeSH
D000069295,Mammary Analogue Secretory Carcinoma,DISEASE,Leaf,C,MeSH
D000069316,Acne Conglobata,DISEASE,Leaf,C,MeSH
D000069337,Fused Kidney,DISEASE,Leaf,C,MeSH
D000069451,Long Term Adverse Effects,DISEASE,Leaf,C,MeSH
D000069544,Infectious Encephalitis,DISEASE,SubClass,C,MeSH
D000069578,Waterborne Diseases,DISEASE,Leaf,C,MeSH
D000069584,Unilateral Breast Neoplasms,DISEASE,Leaf,C,MeSH
D000069836,Degloving Injuries,DISEASE,Leaf,C,MeSH
D000069856,Staghorn Calculi,DISEASE,Leaf,C,MeSH
D000070263,Sleep Hygiene,DISEASE,Leaf,C,MeSH
D000070497,Healthy Lifestyle,DISEASE,SubClass,C,MeSH
D000070558,Talipes,DISEASE,SubClass,C,MeSH
D000070589,Talipes Cavus,DISEASE,Leaf,C,MeSH
D000070591,Metatarsal Valgus,DISEASE,Leaf,C,MeSH
D000070592,Metatarsus Varus,DISEASE,Leaf,C,MeSH
D000070598,Anterior Cruciate Ligament Injuries,DISEASE,Leaf,C,MeSH
D000070599,Shoulder Injuries,DISEASE,SubClass,C,MeSH
D000070600,Tibial Meniscus Injuries,DISEASE,Leaf,C,MeSH
D000070603,Coxa Magna,DISEASE,Leaf,C,MeSH
D000070604,Tarsal Coalition,DISEASE,Leaf,C,MeSH
D000070607,Morton Neuroma,DISEASE,Leaf,C,MeSH
D000070617,"Microtrauma, Physical",DISEASE,Leaf,C,MeSH
D000070624,Brain Contusion,DISEASE,Leaf,C,MeSH
D000070625,"Brain Injuries, Diffuse",DISEASE,SubClass,C,MeSH
D000070627,Chronic Traumatic Encephalopathy,DISEASE,Leaf,C,MeSH
D000070630,"Diastasis, Muscle",DISEASE,Leaf,C,MeSH
D000070631,"Diastasis, Bone",DISEASE,SubClass,C,MeSH
D000070636,Rotator Cuff Injuries,DISEASE,Leaf,C,MeSH
D000070639,Elbow Tendinopathy,DISEASE,SubClass,C,MeSH
D000070642,"Brain Injuries, Traumatic",DISEASE,SubClass,C,MeSH
D000070656,Rotator Cuff Tear Arthropathy,DISEASE,Leaf,C,MeSH
D000070657,Crystal Arthropathies,DISEASE,SubClass,C,MeSH
D000070676,Enthesopathy,DISEASE,Leaf,C,MeSH
D000070779,Giant Cell Tumor of Tendon Sheath,DISEASE,SubClass,C,MeSH
D000070896,Bankart Lesions,DISEASE,Leaf,C,MeSH
D000071017,Hyperekplexia,DISEASE,Leaf,C,MeSH
D000071056,Anorectal Malformations,DISEASE,Leaf,C,MeSH
D000071057,Tardive Dyskinesia,DISEASE,Leaf,C,MeSH
D000071064,"Alert Fatigue, Health Personnel",DISEASE,Leaf,C,MeSH
D000071067,"Pneumonia, Necrotizing",DISEASE,Leaf,C,MeSH
D000071069,Multiple Chronic Conditions,DISEASE,Leaf,C,MeSH
D000071070,Familial Multiple Lipomatosis,DISEASE,Leaf,C,MeSH
D000071071,Microaneurysm,DISEASE,Leaf,C,MeSH
D000071072,Acute Febrile Encephalopathy,DISEASE,Leaf,C,MeSH
D000071074,Neonatal Sepsis,DISEASE,Leaf,C,MeSH
D000071075,Small Fiber Neuropathy,DISEASE,Leaf,C,MeSH
D000071078,"Stenosis, Pulmonary Vein",DISEASE,Leaf,C,MeSH
D000071079,"Stenosis, Pulmonary Artery",DISEASE,Leaf,C,MeSH
D000071243,Zika Virus Infection,DISEASE,Leaf,C,MeSH
D000071257,Emergence Delirium,DISEASE,Leaf,C,MeSH
D000071277,"Harassment, Non-Sexual",DISEASE,SubClass,C,MeSH
D000071297,Acute Retroviral Syndrome,DISEASE,Leaf,C,MeSH
D000071298,Body Remains,DISEASE,Leaf,C,MeSH
D000071378,Bunion,DISEASE,SubClass,C,MeSH
D000071380,"Fibromatosis, Plantar",DISEASE,Leaf,C,MeSH
D000071437,Axon Guidance,DISEASE,Leaf,C,MeSH
D000071442,Taxis Response,DISEASE,SubClass,C,MeSH
D000071444,Phototaxis,DISEASE,Leaf,C,MeSH
D000071446,Neuronal Outgrowth,DISEASE,SubClass,C,MeSH
D000071448,Axon Fasciculation,DISEASE,Leaf,C,MeSH
D000071497,"Immunogenicity, Vaccine",DISEASE,Leaf,C,MeSH
D000071562,"Fractures, Avulsion",DISEASE,Leaf,C,MeSH
D000071576,Crush Injuries,DISEASE,SubClass,C,MeSH
D000071697,Cellulite,DISEASE,Leaf,C,MeSH
D000071698,Latent Autoimmune Diabetes in Adults,DISEASE,Leaf,C,MeSH
D000071699,Bilateral Vestibulopathy,DISEASE,Leaf,C,MeSH
D000071700,Cone-Rod Dystrophies,DISEASE,Leaf,C,MeSH
D000071896,Medically Unexplained Symptoms,DISEASE,Leaf,C,MeSH
D000071956,Myocardial Contusions,DISEASE,SubClass,C,MeSH
D000071960,Breast Carcinoma In Situ,DISEASE,SubClass,C,MeSH
D000072001,"Diet, Healthy",DISEASE,Leaf,C,MeSH
D000072039,Fracture Dislocation,DISEASE,SubClass,C,MeSH
D000072042,Salter-Harris Fractures,DISEASE,Leaf,C,MeSH
D000072137,Vaping,DISEASE,Leaf,C,MeSH
D000072281,Lymphadenopathy,DISEASE,SubClass,C,MeSH
D000072458,"Orientation, Spatial",DISEASE,SubClass,C,MeSH
D000072577,Moral Status,DISEASE,Leaf,C,MeSH
D000072639,Perfectionism,DISEASE,Leaf,C,MeSH
D000072656,Breast Cancer Lymphedema,DISEASE,Leaf,C,MeSH
D000072657,ST Elevation Myocardial Infarction,DISEASE,Leaf,C,MeSH
D000072658,Non-ST Elevated Myocardial Infarction,DISEASE,Leaf,C,MeSH
D000072659,Hypophysitis,DISEASE,SubClass,C,MeSH
D000072660,Teratozoospermia,DISEASE,Leaf,C,MeSH
D000072661,Ciliopathies,DISEASE,SubClass,C,MeSH
D000072662,Margins of Excision,DISEASE,Leaf,C,MeSH
D000072663,Spontaneous Perforation,DISEASE,Leaf,C,MeSH
D000072676,Ankyloglossia,DISEASE,Leaf,C,MeSH
D000072716,Cancer Pain,DISEASE,Leaf,C,MeSH
D000072717,Tertiary Lymphoid Structures,DISEASE,Leaf,C,MeSH
D000072736,Propofol Infusion Syndrome,DISEASE,Leaf,C,MeSH
D000072742,Invasive Fungal Infections,DISEASE,SubClass,C,MeSH
D000072758,Vaccination Refusal,DISEASE,SubClass,C,MeSH
D000072777,Host-Seeking Behavior,DISEASE,Leaf,C,MeSH
D000072836,Surgical Wound,DISEASE,Leaf,C,MeSH
D000072837,Chromothripsis,DISEASE,Leaf,C,MeSH
D000072861,"Phobia, Social",DISEASE,Leaf,C,MeSH
D000073296,Noncommunicable Diseases,DISEASE,Leaf,C,MeSH
D000073376,Epileptic Syndromes,DISEASE,SubClass,C,MeSH
D000073397,Occupational Stress,DISEASE,SubClass,C,MeSH
D000073436,Microvascular Rarefaction,DISEASE,Leaf,C,MeSH
D000073456,Multitasking Behavior,DISEASE,Leaf,C,MeSH
D000073496,Frailty,DISEASE,Leaf,C,MeSH
D000073599,Health Risk Behaviors,DISEASE,Leaf,C,MeSH
D000073605,Spotted Fever Group Rickettsiosis,DISEASE,SubClass,C,MeSH
D000073617,Transfusion-Related Acute Lung Injury,DISEASE,Leaf,C,MeSH
D000073618,Varicella Zoster Virus Infection,DISEASE,SubClass,C,MeSH
D000073656,Healthy Aging,DISEASE,Leaf,C,MeSH
D000073818,"Pain, Procedural",DISEASE,Leaf,C,MeSH
D000073839,Trisomy 13 Syndrome,DISEASE,Leaf,C,MeSH
D000073842,Trisomy 18 Syndrome,DISEASE,Leaf,C,MeSH
D000073847,"Smoking, Non-Tobacco Products",DISEASE,SubClass,C,MeSH
D000073859,Survivorship,DISEASE,Leaf,C,MeSH
D000073860,Immune Privilege,DISEASE,Leaf,C,MeSH
D000073863,Cigar Smoking,DISEASE,Leaf,C,MeSH
D000073865,Cigarette Smoking,DISEASE,Leaf,C,MeSH
D000073867,Water Pipe Smoking,DISEASE,Leaf,C,MeSH
D000073868,Pipe Smoking,DISEASE,SubClass,C,MeSH
D000073869,Tobacco Smoking,DISEASE,SubClass,C,MeSH
D000073872,Vascular Ring,DISEASE,Leaf,C,MeSH
D000073923,Food Intolerance,DISEASE,Leaf,C,MeSH
D000073932,Food Addiction,DISEASE,Leaf,C,MeSH
D000073935,Narrative Medicine,DISEASE,Leaf,C,MeSH
D000074009,Tubular Sweat Gland Adenomas,DISEASE,Leaf,C,MeSH
D000074021,Interatrial Block,DISEASE,Leaf,C,MeSH
D000074042,Cerebral Intraventricular Hemorrhage,DISEASE,Leaf,C,MeSH
D000074043,Night Eating Syndrome,DISEASE,Leaf,C,MeSH
D000074079,Undifferentiated Connective Tissue Diseases,DISEASE,Leaf,C,MeSH
D000074101,Cocaine Smoking,DISEASE,Leaf,C,MeSH
D000074243,Immune Reconstitution,DISEASE,Leaf,C,MeSH
D000074264,Smoking Reduction,DISEASE,Leaf,C,MeSH
D000074270,Meconium Ileus,DISEASE,Leaf,C,MeSH
D000074607,Opium Dependence,DISEASE,Leaf,C,MeSH
D000074609,Marijuana Use,DISEASE,SubClass,C,MeSH
D000074723,Oncogene Addiction,DISEASE,Leaf,C,MeSH
D000074742,Median Arcuate Ligament Syndrome,DISEASE,Leaf,C,MeSH
D000074822,Treatment Adherence and Compliance,DISEASE,SubClass,C,MeSH
D000074924,Nut and Peanut Hypersensitivity,DISEASE,SubClass,C,MeSH
D000074962,Kounis Syndrome,DISEASE,Leaf,C,MeSH
D000075067,"Substance Abuse, Oral",DISEASE,Leaf,C,MeSH
D000075122,Smoldering Multiple Myeloma,DISEASE,Leaf,C,MeSH
D000075222,Essential Hypertension,DISEASE,Leaf,C,MeSH
D000075224,Cardiac Conduction System Disease,DISEASE,SubClass,C,MeSH
D000075262,"Hypoadrenocorticism, Familial",DISEASE,Leaf,C,MeSH
D000075282,Incivility,DISEASE,Leaf,C,MeSH
D000075322,Heavy Metal Poisoning,DISEASE,SubClass,C,MeSH
D000075363,Immunoglobulin Light-chain Amyloidosis,DISEASE,Leaf,C,MeSH
D000075384,Neuroticism,DISEASE,Leaf,C,MeSH
D000075529,Solitary Kidney,DISEASE,Leaf,C,MeSH
D000075562,Charles Bonnet Syndrome,DISEASE,Leaf,C,MeSH
D000075662,Injection Site Reaction,DISEASE,Leaf,C,MeSH
D000075665,Recidivism,DISEASE,Leaf,C,MeSH
D000075682,Procrastination,DISEASE,Leaf,C,MeSH
D000075782,Cell Phone Use,DISEASE,Leaf,C,MeSH
D000075902,Clinical Deterioration,DISEASE,Leaf,C,MeSH
D000076042,Alcoholic Korsakoff Syndrome,DISEASE,Leaf,C,MeSH
D000076082,Travel-Related Illness,DISEASE,SubClass,C,MeSH
D000076263,"Communicable Diseases, Imported",DISEASE,Leaf,C,MeSH
D000076385,Diverticular Diseases,DISEASE,SubClass,C,MeSH
D000076605,Disenfranchised Grief,DISEASE,Leaf,C,MeSH
D000076984,Neonatal Brachial Plexus Palsy,DISEASE,Leaf,C,MeSH
D000077062,"Burnout, Psychological",DISEASE,SubClass,C,MeSH
D000077085,Birth Setting,DISEASE,SubClass,C,MeSH
D000077162,Neurolymphomatosis,DISEASE,Leaf,C,MeSH
D000077192,Adenocarcinoma of Lung,DISEASE,SubClass,C,MeSH
D000077195,Squamous Cell Carcinoma of Head and Neck,DISEASE,Leaf,C,MeSH
D000077207,"Chondrosarcoma, Clear Cell",DISEASE,Leaf,C,MeSH
D000077216,"Carcinoma, Ovarian Epithelial",DISEASE,Leaf,C,MeSH
D000077224,Cyberbullying,DISEASE,Leaf,C,MeSH
D000077260,Sleepiness,DISEASE,Leaf,C,MeSH
D000077273,"Thyroid Cancer, Papillary",DISEASE,Leaf,C,MeSH
D000077274,Nasopharyngeal Carcinoma,DISEASE,Leaf,C,MeSH
D000077275,Craniofacial Fibrous Dysplasia,DISEASE,Leaf,C,MeSH
D000077277,Esophageal Squamous Cell Carcinoma,DISEASE,Leaf,C,MeSH
D000077295,"Urinary Bladder, Underactive",DISEASE,Leaf,C,MeSH
D000077299,Healthcare-Associated Pneumonia,DISEASE,SubClass,C,MeSH
D000077315,Road Rage,DISEASE,Leaf,C,MeSH
D000077342,Post-Lyme Disease Syndrome,DISEASE,Leaf,C,MeSH
D000077428,GATA2 Deficiency,DISEASE,Leaf,C,MeSH
D000077642,Family Separation,DISEASE,Leaf,C,MeSH
D000077684,Cauda Equina Syndrome,DISEASE,Leaf,C,MeSH
D000077733,Immunoglobulin G4-Related Disease,DISEASE,Leaf,C,MeSH
D000077765,Cone Dystrophy,DISEASE,SubClass,C,MeSH
D000077777,Myopericytoma,DISEASE,Leaf,C,MeSH
D000077779,Pancreatic Intraductal Neoplasms,DISEASE,Leaf,C,MeSH
D000077962,Body-Weight Trajectory,DISEASE,Leaf,C,MeSH
D000078002,"Posttraumatic Growth, Psychological",DISEASE,Leaf,C,MeSH
D000078064,Gestational Weight Gain,DISEASE,Leaf,C,MeSH
D000078382,Disgust,DISEASE,Leaf,C,MeSH
D000078385,Embarrassment,DISEASE,Leaf,C,MeSH
D000078462,Therapeutic Alliance,DISEASE,Leaf,C,MeSH
D000078602,Sadness,DISEASE,Leaf,C,MeSH
D000078663,Egocentrism,DISEASE,Leaf,C,MeSH
D000078682,Respect,DISEASE,Leaf,C,MeSH
D000079102,Empowerment,DISEASE,Leaf,C,MeSH
D000079103,Scope of Practice,DISEASE,Leaf,C,MeSH
D000079182,Body Dissatisfaction,DISEASE,Leaf,C,MeSH
D000079224,Demoralization,DISEASE,Leaf,C,MeSH
D000079225,Psychological Distress,DISEASE,SubClass,C,MeSH
D000079262,"Obesity, Maternal",DISEASE,Leaf,C,MeSH
D000079263,Vaccine-Preventable Diseases,DISEASE,Leaf,C,MeSH
D000079322,Weight Prejudice,DISEASE,Leaf,C,MeSH
D000079426,Vector Borne Diseases,DISEASE,SubClass,C,MeSH
D000079524,Narcotic-Related Disorders,DISEASE,SubClass,C,MeSH
D000079562,Rumination Syndrome,DISEASE,Leaf,C,MeSH
D000079564,Globus Sensation,DISEASE,Leaf,C,MeSH
D000079689,Opioid-Induced Constipation,DISEASE,Leaf,C,MeSH
D000079690,Postoperative Cognitive Complications,DISEASE,Leaf,C,MeSH
D000079822,Extranodal Extension,DISEASE,Leaf,C,MeSH
D000080037,Historical Trauma,DISEASE,Leaf,C,MeSH
D000080038,Anomalous Left Coronary Artery,DISEASE,Leaf,C,MeSH
D000080039,Univentricular Heart,DISEASE,Leaf,C,MeSH
D000080041,Congenitally Corrected Transposition of the Great Arteries,DISEASE,Leaf,C,MeSH
D000080103,Emotional Regulation,DISEASE,Leaf,C,MeSH
D000080146,Avoidant Restrictive Food Intake Disorder,DISEASE,Leaf,C,MeSH
D000080203,Hamman-Rich Syndrome,DISEASE,Leaf,C,MeSH
D000080222,Pancreaticobiliary Maljunction,DISEASE,Leaf,C,MeSH
D000080223,Chronic Urticaria,DISEASE,Leaf,C,MeSH
D000080311,Synesthesia,DISEASE,Leaf,C,MeSH
D000080322,Cyclodialysis Clefts,DISEASE,Leaf,C,MeSH
D000080323,Uveal Effusion Syndrome,DISEASE,Leaf,C,MeSH
D000080324,Choroidal Effusions,DISEASE,SubClass,C,MeSH
D000080343,Meibomian Gland Dysfunction,DISEASE,Leaf,C,MeSH
D000080344,Optic Nerve Hypoplasia,DISEASE,SubClass,C,MeSH
D000080345,Familial Exudative Vitreoretinopathies,DISEASE,Leaf,C,MeSH
D000080346,Retinal Arterial Macroaneurysm,DISEASE,Leaf,C,MeSH
D000080362,Stargardt Disease,DISEASE,Leaf,C,MeSH
D000080363,White Dot Syndromes,DISEASE,SubClass,C,MeSH
D000080364,Multifocal Choroiditis,DISEASE,Leaf,C,MeSH
D000080365,Birdshot Chorioretinopathy,DISEASE,Leaf,C,MeSH
D000080422,Locked-In Syndrome,DISEASE,Leaf,C,MeSH
D000080424,Cytokine Release Syndrome,DISEASE,Leaf,C,MeSH
D000080442,Social Integration,DISEASE,SubClass,C,MeSH
D000080443,Diffuse Intrinsic Pontine Glioma,DISEASE,Leaf,C,MeSH
D000080445,Asthma-Chronic Obstructive Pulmonary Disease Overlap Syndrome,DISEASE,Leaf,C,MeSH
D000080485,Sudden Unexpected Death in Epilepsy,DISEASE,Leaf,C,MeSH
D000080530,"Twinning, Embryonic",DISEASE,SubClass,C,MeSH
D000080534,"Twinning, Dizygotic",DISEASE,Leaf,C,MeSH
D000080822,Relative Energy Deficiency in Sport,DISEASE,SubClass,C,MeSH
D000080842,Undiagnosed Diseases,DISEASE,Leaf,C,MeSH
D000080874,Synucleinopathies,DISEASE,SubClass,C,MeSH
D000080883,Shoulder Dystocia,DISEASE,Leaf,C,MeSH
D000080887,Diabulimia,DISEASE,Leaf,C,MeSH
D000080888,Specific Language Disorder,DISEASE,Leaf,C,MeSH
D000080902,Mandibular Nerve Injuries,DISEASE,Leaf,C,MeSH
D000080942,Post-Cardiac Arrest Syndrome,DISEASE,Leaf,C,MeSH
D000080983,Bone Marrow Failure Disorders,DISEASE,SubClass,C,MeSH
D000080984,Congenital Bone Marrow Failure Syndromes,DISEASE,SubClass,C,MeSH
D000081003,Shwachman-Diamond Syndrome,DISEASE,Leaf,C,MeSH
D000081010,Food Fussiness,DISEASE,Leaf,C,MeSH
D000081011,Hepatic Infarction,DISEASE,Leaf,C,MeSH
D000081012,Autoimmune Pancreatitis,DISEASE,Leaf,C,MeSH
D000081013,"Suicide, Completed",DISEASE,Leaf,C,MeSH
D000081015,Ototoxicity,DISEASE,Leaf,C,MeSH
D000081028,Toxic Optic Neuropathy,DISEASE,Leaf,C,MeSH
D000081029,Pulmonary Arterial Hypertension,DISEASE,Leaf,C,MeSH
D000081030,Myotoxicity,DISEASE,Leaf,C,MeSH
D000081032,"Pancreatitis, Acute Hemorrhagic",DISEASE,Leaf,C,MeSH
D000081042,Body Integrity Identity Disorder,DISEASE,Leaf,C,MeSH
D000081084,Accidental Injuries,DISEASE,Leaf,C,MeSH
D000081207,Primary Immunodeficiency Diseases,DISEASE,SubClass,C,MeSH
D000081208,Hereditary Complement Deficiency Diseases,DISEASE,SubClass,C,MeSH
D000081483,Squamous Intraepithelial Lesions,DISEASE,SubClass,C,MeSH
D000081722,Betrayal,DISEASE,Leaf,C,MeSH
D000081723,Dentist's Role,DISEASE,Leaf,C,MeSH
D000081762,Human-Animal Interaction,DISEASE,SubClass,C,MeSH
D000082002,Sexual Trauma,DISEASE,Leaf,C,MeSH
D000082122,Internal Hernia,DISEASE,SubClass,C,MeSH
D000082123,Paraduodenal Hernia,DISEASE,Leaf,C,MeSH
D000082242,Kimura Disease,DISEASE,Leaf,C,MeSH
D000082262,Compulsive Exercise,DISEASE,Leaf,C,MeSH
D000082424,Internet Addiction Disorder,DISEASE,Leaf,C,MeSH
D000082602,Developmental Dysplasia of the Hip,DISEASE,SubClass,C,MeSH
D000082643,Cerebral Cortical Thinning,DISEASE,Leaf,C,MeSH
D000082802,"Warburg Effect, Oncologic",DISEASE,Leaf,C,MeSH
D000082843,Ovarian Torsion,DISEASE,Leaf,C,MeSH
D000082862,Aortic Valve Disease,DISEASE,SubClass,C,MeSH
D000082882,Bicuspid Aortic Valve Disease,DISEASE,Leaf,C,MeSH
D000082902,Quadricuspid Aortic Valve,DISEASE,Leaf,C,MeSH
D000082903,Aortico-Ventricular Tunnel,DISEASE,Leaf,C,MeSH
D000083023,Colitis-Associated Neoplasms,DISEASE,Leaf,C,MeSH
D000083082,Popliteal Artery Entrapment Syndrome,DISEASE,Leaf,C,MeSH
D000083083,Laminopathies,DISEASE,SubClass,C,MeSH
D000083102,Reinjuries,DISEASE,Leaf,C,MeSH
D000083143,X-Linked Emery-Dreifuss Muscular Dystrophy,DISEASE,Leaf,C,MeSH
D000083144,Autosomal Emery-Dreifuss Muscular Dystrophy,DISEASE,Leaf,C,MeSH
D000083182,Chronic Exertional Compartment Syndrome,DISEASE,Leaf,C,MeSH
D000083242,Ischemic Stroke,DISEASE,SubClass,C,MeSH
D000083244,Thrombotic Stroke,DISEASE,SubClass,C,MeSH
D000083262,Embolic Stroke,DISEASE,Leaf,C,MeSH
D000083302,Hemorrhagic Stroke,DISEASE,Leaf,C,MeSH
D000083402,Persistent Left Superior Vena Cava,DISEASE,Leaf,C,MeSH
D000083505,Social Interaction,DISEASE,Leaf,C,MeSH
D000083563,Test Anxiety,DISEASE,Leaf,C,MeSH
D000083623,Psychosocial Functioning,DISEASE,Leaf,C,MeSH
D000083642,Social Comparison,DISEASE,Leaf,C,MeSH
D000083644,Social Inclusion,DISEASE,Leaf,C,MeSH
D000083645,Social Evolution,DISEASE,Leaf,C,MeSH
D000083682,Opiate Overdose,DISEASE,Leaf,C,MeSH
D000083703,Social Defeat,DISEASE,Leaf,C,MeSH
D000084002,Tinea cruris,DISEASE,Leaf,C,MeSH
D000084063,Reinfection,DISEASE,Leaf,C,MeSH
D000084122,Cardiac Papillary Fibroelastoma,DISEASE,Leaf,C,MeSH
D000084202,Chemotherapy-Related Cognitive Impairment,DISEASE,Leaf,C,MeSH
D000084322,Semicircular Canal Dehiscence,DISEASE,Leaf,C,MeSH
D000084462,Hyperthermia,DISEASE,Leaf,C,MeSH
D000084783,Recreational Drug Use,DISEASE,Leaf,C,MeSH
D000084802,Caregiver Burden,DISEASE,Leaf,C,MeSH
D000084803,Gender Equity,DISEASE,Leaf,C,MeSH
D000085142,Severe Fever with Thrombocytopenia Syndrome,DISEASE,Leaf,C,MeSH
D000085343,Latent Infection,DISEASE,SubClass,C,MeSH
D000085402,Gender Role,DISEASE,Leaf,C,MeSH
D000085583,Hyperferritinemia,DISEASE,Leaf,C,MeSH
D000086002,"Mesothelioma, Malignant",DISEASE,Leaf,C,MeSH
D000086382,COVID-19,DISEASE,Leaf,C,MeSH
D000086522,Financial Stress,DISEASE,Leaf,C,MeSH
D000086582,Anosmia,DISEASE,Leaf,C,MeSH
D000086722,Rhinorrhea,DISEASE,SubClass,C,MeSH
D000086965,Viral Zoonoses,DISEASE,Leaf,C,MeSH
D000086966,Bacterial Zoonoses,DISEASE,Leaf,C,MeSH
D000086982,Blood-Borne Infections,DISEASE,SubClass,C,MeSH
D000087122,Mania,DISEASE,Leaf,C,MeSH
D000087302,"Bias, Implicit",DISEASE,Leaf,C,MeSH
D000087342,Self-Compassion,DISEASE,Leaf,C,MeSH
D000087346,Sluggish Cognitive Tempo,DISEASE,Leaf,C,MeSH
D000087366,Information Avoidance,DISEASE,Leaf,C,MeSH
D000087505,Diaschisis,DISEASE,Leaf,C,MeSH
D000087523,Endotoxin Tolerance,DISEASE,Leaf,C,MeSH
D000087525,Radiation Fibrosis Syndrome,DISEASE,Leaf,C,MeSH
D000087662,Centenarians,DISEASE,Leaf,C,MeSH
D000087742,Octogenarians,DISEASE,Leaf,C,MeSH
D000087862,Disinformation,DISEASE,Leaf,C,MeSH
D000088102,Orthorexia Nervosa,DISEASE,Leaf,C,MeSH
D000088282,Corticobasal Degeneration,DISEASE,Leaf,C,MeSH
D000088323,Vascular Depression,DISEASE,Leaf,C,MeSH
D000088362,Opsonization,DISEASE,Leaf,C,MeSH
D000088383,Trogocytosis,DISEASE,Leaf,C,MeSH
D000088442,MINOCA,DISEASE,Leaf,C,MeSH
D000088562,Persistent Infection,DISEASE,Leaf,C,MeSH
D000088603,Antigenic Drift and Shift,DISEASE,Leaf,C,MeSH
D000088642,Nonagenarians,DISEASE,Leaf,C,MeSH
D000088823,Vaccination Hesitancy,DISEASE,Leaf,C,MeSH
D000088828,Microaggression,DISEASE,Leaf,C,MeSH
D000088942,Technology Addiction,DISEASE,SubClass,C,MeSH
